title,content,sumber,date
"Ketum PP Pemuda Muhammadiyah Sapa Megawati dengan ""Salam Metal"": Ibunda Ketua Umumku PDI Perjuangan","BALIKPAPAN, KOMPAS.com- Ada pemandangan menarik saat Pembukaan Muktamar XVIIIPP Pemuda Muhammadiyahdi Kota Balikpapan, Rabu (22/2/2023). Pasalnya, kehadiran Presiden Ke-5 Republik Indonesia (RI) yang juga Ketua Umum PDI-PMegawatiSoekarnoputri terasa spesial bagi Ketua Umum Pimpinan Pusat (PP) Pemuda Muhammadiyah Sunanto.
Tampak Sunanto atau yang akrab disapaCak Nantoitu menyapa Megawati dengan salam khas PDI-P yakni ""salam metal"".  Cak Nanto juga menyebut Megawati dengan ""Ibu Ketua Umumku"".
Baca juga:Jokowi Berharap Muktamar PP Pemuda Muhammadiyah Hasilkan Agenda Besar
""Yang saya hormati Presiden Ke-5 Republik Indonesia. Ibunda Ketua Umumku PDI Perjuangan,"" sapa Cak Nanto sambil memberikan ""salam metal"" yang disambut riuh tamu undangan Muktamar.
Belum diketahui pasti apakah Cak Nanto akan bergabung dengan PDI-P atau tidak. Namun saat menyapa Megawati, dia mengaku sebagai kader.

""Terima kasih ibuku karena saya tidak menyangka. Dan suatu kerhomatan besar karena ini pertama kali juga saya ketemu Ibu walaupun saya kader Ibu,"" ujarnya.
Tak hanya itu, sambil berseloroh dia pun menyapa Sekjen PDI-P Hasto Kristiyanto. Menurutnya, Sekjen PDI-P harus disapa karena berkaitan dengan tanda tangan ketua umum.
""Ada Pak Sekjen PDI-P. Harus disambut dan disalam beliau. Karena menjadi catatannya untuk Ibu. Nanti kecoret. Kalau enggak masuk lewat Pak Sekjen agak repot tanda tangan Ibu. Izin Ibu,"" selorohnya.
Diketahui, masa jabatan Cak Nanto sebagai Ketua PP Pemuda Muhammadiyah akan segera berakhir setelah Muktamar.",Kompas,2023-02-22
"Hasil Sidang Etik, Richard Eliezer Dipertahankan Polri","JAKARTA, KOMPAS.com- Kepolisian Negara Republik Indonesia (Polri) memutuskan untuk tidak memecat Bharada E atauRichard EliezerPudihang Lumiu, terpidana kasus pembunuhan berencana terhadap Brigadir J atau Nofriansyah Yosua Hutabarat.
Polri akan mempertahankannya. Kendati demikian, Richard disanksi demosi selama 1 tahun.
Keputusan itu berdasarkan hasil sidang etik yang digelar Divisi Profesi dan Pengamanan (Propam) Polri di Gedung TNCC, Mabes Polri, Jakarta, Rabu (22/2/2023).
""Sesuai pasal 12 ayat 1 PP Nomor 1 2003 maka Komisi Kode Etik Kepolisian (KKEP), selaku pejabat yang berwenang, memberikan pertimbangan berpendapat bahwa terduga pelanggar masih dapat dipertahankan untuk berada di dinas Polri,"" kata Karo Penmas Humas Polri Brigjen Ahmad Ramadhan di Mabes Polri, Rabu.
Baca juga:Richard Eliezer Tak Dipecat, tapi Demosi 1 Tahun dan Ditempatkan di Yanma Polri
Baca juga:Ferdy Sambo, Ricky Rizal, dan Kuat Maruf Tak Hadir di Sidang Etik Richard Eliezer, Masalah Izin
Diketahui, sidang etik Bharada E dimulai sekitar pukul 10.00 WIB tadi pagi. Sidang etik Bharada E diketuai oleh Sesrowabprof Divpropam Polri Kombes Sakeus Ginting.
Dalam perkara pembunuhan Brigadir J, Bharada E telah divonis satu tahun enam bulan penjara.
Vonis itu jauh lebih ringan daripada tuntutan jaksa penuntut umum (JPU) yang menuntut pidana 12 tahun penjara.
Salah satu yang meringankan vonis adalah status Bharada E sebagaijustice collaborator.
Baca juga:Richard Eliezer Bakal Dilindungi LPSK Sampai Pertengahan Agustus
Baca juga:Richard Eliezer Terima Putusan Sidang Etik Didemosi ke Yanma Polri Setahun
Dalam kasus itu, Richard Eliezer menjadi terdakwa bersama mantan Kadiv Propam Polri Irjen Ferdy Sambo dan istrinya, Putri Candrawathi serta rekan sesama ajudan, Ricky Rizal atau Bripka RR.
Asisten rumah tangga (ART) sekaligus sopir keluarga Ferdy Sambo, Kuat Ma’ruf turut menjadi terdakwa dalam kasus ini.
Terdakwa lainnya juga sudah divonis.
Ferdy Sambo divonis hukuman mati, Putri Candrawathi divonis pidana 20 tahun penjara, Kuat Ma’ruf divonis 15 tahun penjara, dan Ricky Rizal dijatuhi pidana 13 tahun penjara.",Kompas,2023-02-22
"Profil Lengkap Rafael Trisambodo, PNS Pajak Berharta Rp 56 Miliar","KOMPAS.com -Menteri Keuangan (Menkeu)Sri Mulyanimengecam keras gaya hidup mewah yang dipertontonkan ke publik oleh keluarga jajaran Kementerian Keuangan (Kemenkeu).
Kecaman pedas itu Sri Mulyani sampaikan terkait kasus penganiayaan yang dilakukan anak pegawai Ditjen Pajak (DJP) terhadap putra seorang petinggi GP Ansor.
Diketahui, seorang pria pengendara Rubicon bernamaMario Dandy Satriomenganiaya korban bernama David di sebuah gang di Jakarta Selatan. Tindakan ini mengakibatkan korban sampai masuk ICU dan mengalami koma. Kisah ini pun viral di media sosial.
Aksi penganiayaan dilakukan Mario Dandy Satrio ini bermula saat mantan pacar David berinisial A, mengadu ke Mario jika dirinya mendapat perlakuan kurang baik.
Baca juga:Gaya Hidup Mewah Anak PNS Pajak Disentil Sri Mulyani, Berapa Gaji Bapaknya?
Mendengar hal itu, Mario pun naik pitam dan langsung mendatangi David yang saat itu sedang berada di rumah temannya di daerah Pesanggrahan.
Kemudian, terjadi perdebatan yang berujung pada penganiayaan terhadap David. Tindakan kekerasan ini semakin jadi sorotan publik lantaran Ayah pelaku Mario Dandy Satrio diketahui adalahRafael Alun Trisambodo, salah satu pajabat di Kanwil DJP Jakarta.
Baca juga:Sri Mulyani Perintahkan Harta Rafael Trisambodo Diusut, serta Bakal Jatuhkan Hukuman Disiplin
Setelah kasusnya viral, gaya hidup mewah Mario Dandy Satrio juga jadi perhatian publik. Ia kerap mengunggah aktivitasnya di media sosial dengan menunggangi motor gede (moge) Harley Davidson hingga mobil Jeep Rubicon.
Mobil Jeep mewah yang harganya berkisar Rp 1,5 miliar tunggangan Mario Dandy Satrio itu juga belakangan diketahui menggunakan nomor pelat palsu. Pajak kendaraan juga belum dibayar.
Baca juga:Daftar 9 Mafia Pajak Indonesia: Gayus, Denok, hingga Angin
Gaya hidup mewah pejabat Ditjen Pajak ini bahkan menjadi atensi khusus Sri Mulyani.
Menurut Menkeu, gaya hidup hedon yang dipamerkan PNS DJP maupun keluarganya bisa menciptakan reputasi negatif terhadap upaya pemerintah yang terus berupaya menggenjot penerimaan pajak.
Baca juga:Sri Mulyani Copot Rafael Trisambodo dari Jabatannya di Ditjen Pajak
Akibat perilaku negatif sang anak, Rafael Alun Trisambodo ikut kena getahnya. Ia bahkan ditegur langsung oleh orang nomor satu di kementerian tempatnya berkarier.
Merujuk pada Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) yang dipublikasikan di laman resmi Komisi Pemberantasan Korupsi (KPK), perjalanan karier Rafael Alun Trisambodo di Ditjen Pajak terbilang cukup pajang.
Sosok Rafael Alun Trisambodo termasuk dalam pejabat eselon III dengan jabatan Kepala Bagian Umum DJP Kanwil Jakarta Selatan.
Baca juga:Langsung Jadi CPNS BPS, Berapa Gaji Lulusan Sekolah Kedinasan STIS?
Sebelum dipromosikan ke kantor wilayah, Rafael Alun Trisambodo sebelumnya tercatat mengemban tugas sebagai Kepala Kantor Pelayanan Pajak Modal Asing II pada 2018.
Pada tahun 2017, ia juga pernah menjabat posisi sangat stategis di DJP yang tugasnya memburu dan mengusut wajib pajak yang membandel bayar pajak.",Kompas,2023-02-23
"Anaknya Aniaya Putra Pengurus GP Ansor, Pejabat Ditjen Pajak Minta Maaf ke Korban hingga Kemenkeu","JAKARTA, KOMPAS.com- Kepala Bagian Umum Kantor Wilayah Direktorat Jenderal Pajak (DJP) Jakarta Selatan II Rafael Alun Trisambodo meminta maaf atas kelakuan sang anak, Mario Dendy Satriyo (20), yang menganiaya putra dari pengurus GP Ansor, D (17), di bilangan Pesanggrahan, Jakarta Selatan.
""Saya Rafael Alun Trisambodo, orangtua dari Mario Dendy Satriyo, dengan ini menyampaikan permintaan maaf kepada korban, keluarga besar Bapak Jonathan, keluarga besar PBNU, dan keluarga besar GP Ansor, dikarenakan perbuatan putra saya menyebabkan luka serius dan trauma yang mendalam,"" kata Rafael dalam video yang diterima wartawan, Kamis (23/2/2023).
Baca juga:Mario Dandy yang Aniaya Anak Pengurus GP Ansor Kerap Pamer Harta, Ini Total Nilai Kekayaan Ayahnya
Rafael menyadari bahwa perbuatan anaknya tidak bisa dimaafkan begitu saja.
Oleh karena itu, Rafael mengaku siap mengikuti prosedur hukum yang berlaku karena anaknya memberikan kerugian yang begitu membekas bagi korban.
""Kami akan mengikuti seluruh proses hukum yang sedang berjalan dan sesuai dengan ketentuan yang berlaku. Saya menyadari bahwa tindakan putra saya salah, sehingga merugikan orang lain, mengecewakan, dan menimbulkan kegaduhan di masyarakat,"" tambah Rafael.
Rafael juga mengungkapkan bahwa dia siap diperiksa kapan saja oleh Inspektorat Jenderal Kementerian Keuangan perihal harta kekayaan yang dimilikinya saat ini.
Baca juga:Viral Video Moge Ugal-ugalan Diduga Mario Dandy Satriyo, Polisi: Fokus Kami ke Kasus Kekerasan
Terlebih, informasi soal harta kekayaannya saat ini sudah viral di mana-mana. Rafael menyatakan tidak akan lari atau kabur dalam persoalan ini.
""Terkait pemberitaan mengenai harta kekayaan, sebagai bentuk pertanggungjawaban, saya siap memberikan klarifikasi terkait harta kekayaan yang saya miliki. Saya siap mengikuti seluruh kegiatan pemeriksaan oleh Inspektorat Jenderal Kementerian Keuangan,"" ungkap Rafael.
""Saya juga meminta maaf kepada keluarga besar Kementerian Keuangan karena kejadian ini berpotensi menurunkan reputasi institusi dan kepercayaan publik yang telah dibangun selama ini. Sekali lagi saya meminta maaf atas kesalahan saya dan keluarga saya. Terima kasih,"" pungkas Rafael.
Baca juga:Tak Terpengaruh Mario Anak Pejabat Ditjen Pajak, Polisi Fokus Usut Kasus Penganiayaannya
Sebagai informasi, D dianiaya oleh Mario pada 20 Februari 2023 di Kompleks Grand Permata, Pesanggrahan, Jakarta Selatan.
Peristiwa itu berawal dari D yang memiliki persoalan dengan sang mantan kekasihnya berinisial A (15). A kini telah berpacaran dengan Mario.
Ketika D berkunjung ke rumah temannya berinisial R di Kompleks Grand Permata, A menghubungi Mario untuk bersama-sama menemui D.
Pertemuan itu dalam rangka menyelesaikan persoalan A dengan D di masa lalu.
Baca juga:Benarkan Mario Anak Pejabat Ditjen Pajak, Kapolda Metro: Kami Tak Lihat Latar Belakang
Meski awalnya D dan Mario berbicara baik-baik, tetapi pertemuan mereka berujung pada aksi kekerasan. Mario disebut menganiaya D di samping rumah R hingga korban babak belur.
Belakangan, polisi telah menetapkan Mario sebagai tersangka.",Kompas,2023-02-23
Hasil Musyawarah Syura PKS: Calonkan Anies Baswedan Capres 2024,"JAKARTA, KOMPAS.com- Presiden Partai Keadilan Sejahtera (PKS) Ahmad Syaikhu mengumumkan hasil Musyawarah Syura PKS VIII, di mana mantan Gubernur DKI JakartaAnies Baswedanmenjadi bakal calon presiden (capres) untuk Pilpres 2024.
Anies dihadirkan langsung oleh PKS di lokasi deklarasi di kantor DPP PKS, Jl TB Simatupang, Jakarta Selatan, Kamis (23/2/2023).
""Alhamdulillah pembahasan mengerucut sosok yang dimaksud itu jatuh pada Anies Rasyid Baswedan. Kita usung beliau menjadi tokoh nasional. Dan Allah takdirkan sebagai presiden,"" ujar Syaikhu.
Syaikhu memandang ada tiga parameter penting dalam memilih Anies menjadi bakal Capres 2024.
Baca juga:Ditanya Manuver Anies Keliling Daerah, Sekjen PDI-P: Kalau Sendirian yang Bergerak, Nanti Banyak Utang
Pertama, PKS memandang Anies sebagai sosok pemimpin yang memiliki karakter nasionalis religius.
""Kita menyaksikan bahkan beliau memiliki darah birunya, karena kakek beliau merupakan pahlawan nasional AR Baswedan,"" tutur dia.
""Jadi, kita yakin mudah-mudahan darah biru dari kakek beliau ini sebagai pejuang yang alhamdulillah mendapat gelar pahlawan nasional akan menurun diwarisi oleh saudara Anies Rasyid Baswedan,"" sambung Syaikhu.
Baca juga:Momen Kuda Delman Anies Sempat Mengamuk, Tak Mau Jalan ke Markas PKS
Kemudian, alasan kedua, PKS meyakini Anies merupakan sosok pemimpin yang bisa memadukan antara nilai-nilai nasionalisme dengan religius, menjadi satu kesatuan padu dan utuh yang tidak terpisahkan.
Menurut Syaikhu, agama menjadi inspirasi bagi nasionalisme, di mana nasionalisme memuliakan peran-peran agama.
""Yang ketiga, kami menilai saudara Anies Rasyid Baswedan memiliki rekam jejak yang mumpuni dan menjadi simbol perubahan bagi kemajuan pembangunan dan itu sudah dibuktikan oleh beliau ketika membangun daerah Ibu Kota DKI Jakarta,"" imbuh Syaikhu.
Sebelumnya, Anies diantar dengan menggunakan delman menuju markas PKS.
Anies sebelumnya telah dideklarasikan menjadi Capres 2024 oleh Partai Nasdem.
Selain itu, Demokrat juga telah mengindikasikan akan mendukung Anies menjadi capres, walau belum mendeklarasikan secara resmi.",Kompas,2023-02-23
"Anak Pengurus GP Ansor yang Dianiaya Terkena Diffuse Axonal Injury, Apa Itu?","KOMPAS.com -Korban penganiayaan oleh Mario Dandy,pengendara Rubiconyang juga anak eks pejabat Direktorat Jenderal Pajak Kementerian Keuangan (Ditjen Pajak Kemenkeu), saat ini masih terbaring tak sadarkan diri.
Anggota BidangCyberdan Media PP GP Ansor sekaligus rekan ayah korban, Ahmad Taufiq menjelaskan, pemuda bernama David (17) ini terkenadiffuse axonal injury.
""Menurut Dokter bahwa ananda David kenadiffuse axonal injury,"" ujarnya, saat dikonfirmasiKompas.com, Jumat (24/2/2023).
Taufiq melanjutkan, kondisi tersebut disebabkan benturan keras seperti kecelakaan motor berkecepatan tinggi dan berakibat pada trauma mendalam di otak.
Korban pun sejak Rabu (22/2/2023) malam telah dipindah ke Rumah Sakit Mayapada Kuningan, Jakarta Selatan, untuk mendapatkan perawatan lebih intensif.
Lantas, apa itudiffuse axonal injuryyang menimpa David, korban penganiayaan Mario Dandy Satrio (20)?
Baca juga:Membaik tapi Belum Sadar, Korban Penganiayaan Anak Pejabat Ditjen Pajak Terkena Diffuse Axonal Injury

Spesialis Bedah Saraf dari Rumah Sakit St. Elisabeth Semarang, Jawa Tengah, Christian Beta Kurniawan menjelaskan,diffuse axonal injuryadalah cedera mikroskopis pada sel saraf otak.
Terutama, lanjut Christian, pada salah satu bagian yang disebut akson. Kondisi ini terjadi secara diffuse atau menyeluruh pada sebagian besar jaringan otak.
""Terjadi karena ada trauma atau cedera kepala,"" ujarnya, saat dihubungiKompas.com, Jumat (24/2/2023).
Christian menerangkan, cedera kepala bisa terjadi karena kecelakaan lalu lintas, jatuh dari ketinggian, atau akibat benturan lain pada bagian kepala.
Namun umumnya,diffuse axonal injuryatau DIA disebabkan kecelakaan lalu lintas dengan kecepatan tinggi.
Pasiendiffuse axonal injury, terang dia, umumnya mengalami gangguan kesadaran bahkan koma.
Hilangnya kesadaran bisa berlangsung selama beberapa hari, minggu, hingga beberapa bulan, tergantung pada tingkat keparahannya.
Menurut Christian, sebagian pasien ada yang berhasil sadar dan sembuh sempurna.
Kendati demikian, sebagian pasien juga mengalami gangguan kognitif maupun neurologis atau kecacatan, meski kondisinya telah membaik.",Kompas,2023-02-24
Polisi: Shane Lukas Provokasi Mario untuk Aniaya Anak Pengurus GP Ansor,"JAKARTA, KOMPAS.com-Shane Lukas(19) terbukti memprovokasi Mario Dandy Satrio (20) untuk menganiaya anak GP Ansor berinisial D (17) di bilangan Pesanggrahan, Jakarta Selatan.
Awalnya Mario menceritakan soal perlakuan tidak pantas D terhadap sang pacar, A (15), kepada Shane.
Shane yang kaget dengan cerita tersebut lantas memanas-manasi Mario untuk memberikan 'pelajaran' kepada D.
""MDS (Mario) menghubungi Shane untuk menceritakan soal perlakuan tidak pantas yang dilakukan korban kepada A. Namun, saat menceritakan hal tersebut, Mario justru emosi,"" kata Kapolres Metro Jakarta Selatan Kombes Ade Ary Syam, Jumat (24/2/2023).
""Merespons cerita Mario, Shane kemudian menjawab seperti ini, 'Gua kalau jadi lu,pukulinsaja. Itu parah Den',"" sambung Ade Ary.
Baca juga:Shane Lukas yang Rekam Mario Aniaya D Tertunduk Saat Dirilis Polisi, lalu Menangis Sesenggukan
""Percikan api"" yang disambar oleh Shane pada akhirnya membulatkan tekad mereka guna menemui korban.
Pada 20 Februari 2023, Mario beserta Shane dan A menuju Kompleks Grand Permata, Pesanggrahan. Mereka ingin menemui D yang diketahui sedang berada di sana.
Sesampainya di lokasi, Shane kemudian bertanya kepada Mario, ""Den, nanti gue ngapain?""
""Entar lu videoin saja,"" timpal Mario.
Kemudian, Shane bertanya, ""Ya sudah, mana HP lu?""
""Nih HP gua,"" jawab Mario.
Baca juga:Dipanggil Bang Jago Saat Dirilis sebagai Tersangka Perekam Mario Aniaya D, Shane Lukas Tertunduk
Setelah menemui korban di depan rumah teman D yang berinisial R, Mario kemudian memaksa korban untukpush upsebanyak 50 kali.
Namun, karena korban tidak bisa menyanggupi itu, Mario lantas meminta D untuk melakukan 'sikap tobat'.
Mario bahkan meminta Shane mencontohkan sikap tersebut. Namun, D lagi-lagi tidak bisa melakukannya.
Mario akhirnya naik darah. Mario menendang dan memukul area vital korban.
""Telah terjadi kekerasan terhadap D dengan cara menendang kepala beberapa kali. Kemudian, (Mario) menginjak kepala beberapa kali dan juga menendang perut, kemudian memukul kepala ketika korban berada pada posisipush up,"" ujar Ade Ary.
Baca juga:Mario Injak dan Tendang Kepala Berkali-kali Saat Korban dalam Posisi Push Up
Atas penganiayaan itu, penyidik telah menetapkan Mario dan Shane Lukas sebagai tersangka.
Mario dijerat dengan Pasal 76c juncto Pasal 80 UU Nomor 35 Tahun 2014 tentang Perlindungan Anak subsider Pasal 351 ayat 2.
Adapun Shane dijerat Pasal 76c juncto Pasal 80 UU Nomor 35 Tahun 2014 tentang Perlindungan Anak subsider Pasal 351 KUHP.",Kompas,2023-02-24
"Akhirnya Balas Email, Dosen UII Ahmad Munasir Mengaku Alihkan Rute ke Amerika Serikat karena Kondisi Kesehatan","YOGYAKARTA,KOMPAS.com- Upaya pelacakan Dosen Universitas Islam Indonesia (UII)Ahmad Munasir RafiePratama (AMRP) telah membuahkan hasil. Ahmad Munasir Rafie telah membalas email yang dikirimkan oleh Universitas Islam Indonesia (UII).
Diketahui, Ahmad Munasir Rafie diketahui berada di Amerika Serikat.
Rektor Universitas Islam Indonesia (UII) Fathul Wahid mengatakan UII bersyukur karena upaya pelacakan keberadaan AMRP yang hilang kontak telah membuahkan hasil.
""AMRP telah membalas korespondensi email yang dikirimkan UII,"" kata Fathul dalam keterangan tertulis, Jumat (24/02/2023).
Baca juga:Selama di Norwegia, Rektor UII Tak Melihat Gelagat Tak Biasa dari Dosen Ahmad Munasir
Fathul menyampaikan Ahmad Munasir telah memberikan penjelasan terkait pengalihan rute penerbangan. Penjelasan itu disampaikan melalui balasan email.
""UII telah mencermati alasan kondisi kesehatan AMRP yang menjadi penyebab pengalihan rute penerbangan ke Amerika Serikat. Dan disampaikan melalui penjelasan AMRP di dalam balasan email,"" urainya.
Di dalam email tersebut, Ahmad Munasir juga memohon maaf kepada rektor dan seluruh civitas akademika UII atas kegaduhan yang muncul di publik terkait permasalahan ini.
""UII mendoakan semoga AMRP lekas mendapatkan kembali kesehatan yang prima. UII akan memberi pendampingan dan dukungan layanan kesehatan bagi AMRP, apabila diperlukan,"" tegasnya.
UII, lanjut Fathul Wahid, mengucapkan terima kasih kepada semua pihak yang sudah membantu mengungkap kasus ini. Terutama Kementerian Luar Negeri Republik Indonesia (Kemlu RI), Direktorat Pelindungan Warga Negara Indonesia Kemlu RI, KJRI New York, KBRI Oslo, KJRI di Istanbul, KBRI Ankara, KBRI Riyadh, PP Muhammadiyah, National Central Bureau (NCB) Interpol Indonesia dan Kepolisian Republik Indonesia.
""Dan semua pihak yang tidak mungkin kami sebut satu per satu,"" pungkasnya.
Diberitakan sebelumnya, Universitas Islam Indonesia (UII) dan keluarga dosen sempat hilang kontak dengan Ahmad Munasir yang sedang melakukan perjalanan ke Norwegia. Lalu diketahui Ahmad Munasir masuk ke Amerika Serikat.",Kompas,2023-02-24
"Kombes Mukti Juharsa, yang Tersangkakan Teddy Minahasa, Naik Jabatan Jadi Direktur Narkoba Bareskrim","JAKARTA, KOMPAS.com- Kapolri Jenderal Listyo Sigit Prabowo merotasi sejumlah perwira tinggi (pati) dan perwira menengah (pamen) di lingkungan Polri.
Salah satunya adalah Direktur Tindak Pidana Narkoba (Dirtipidnarkoba) Badan Reserse Kriminal (Bareskrim) Polri Brigjen Krisno Halomoan Siregar.
Posisi Krisno akan digantikan oleh Kombes Mukti Juharsa yang saat ini menjabat sebagai Direktur Reserse Narkoba (Dirresnarkoba) Polda Metro Jaya.
Mutasi ini tertuang dalam Surat Telegram (ST) Nomor ST/498/II/KEP./2023. ST tersebut diteken oleh Wakapolri Komjen Gatot Eddy Pramono atas nama Kapolri pada 26 Februari 2023.
""Ya, betul. Mutasi hal yang alamiah dalam organisasi Polri, dalam rangka pergantian personel yang memasuki masa purna, sekalian untuk promosi,tour of areadanduty,"" ujar Kadiv Humas Polri Irjen Dedi Prasetyo saat dikonfirmasi, Minggu (26/2/2023).
Baca juga:Mutasi di Polri: Komjen Ahmad Dofiri Jadi Irwasum, Irjen Wahyu Widada Jabat Kabaintelkam
Dalam surat telegram tersebut, Brigjen Krisno mendapat tugas baru sebagai Widyaiswara Utama Sespim Lemdiklat Polri.
Posisi Dirtipidnarkoba Bareskrim yang ditinggalkan Brigjen Krisno akan diisi oleh Kombes Mukti Juharsa.
Mukti akan menjadi seorang jenderal bintang 1 ketika sudah resmi menjabat Dirtipidnarkoba Bareskrim.
Sementara itu, jabatan Dirresnarkoba Polda Metro Jaya akan diisi Kombes Hengki yang saat ini menjabat sebagai Kapolres Metro Bekasi Kota.
Baca juga:Rotasi Jubir Polri: Brigjen Sandi Nugroho Jadi Kadiv Humas, Gantikan Irjen Dedi Prasetyo
Kemudian, Kombes Cornelius Wisnu Adji Pamungkas akan meninggalkan posisi Dirresnarkoba Polda Sumut untuk dipindah ke Mabes Polri, yakni menjabat sebagai Kasubdit V DittipidnarkobaBareskrim Polri.
Kombes Mukti Juharsa lahir di Jakarta pada 12 November 1971. Mukti merupakan jebolan Akademi Kepolisian (Akpol) 1994.
Mukti tercatat berpengalaman di bidang reserse. Dia pernah memegang sejumlah jabatan penting selama berdinas di Polri, seperti Kapolres Berau, Kapolres Kutai Kartanegara, Wakapolresta Tangerang, Dirreskrimsus Polda Kepulauan Babel, dan Dirresnarkoba Polda Metro Jaya.
Saat menjabat Dirresnarkoba Polda Metro Jaya, Mukti menetapkan mantan Kapolda Sumatera Barat Irjen Teddy Minahasa sebagai tersangka kasus peredaran narkoba.
""Sudah ditetapkan Bapak TM (Teddy) jadi tersangka,"" ujar Mukti pada 14 Oktober 2022.",Kompas,2023-02-26
"PDI-P Tutup Pintu Kerja Sama dengan Koalisi Perubahan, Pengamat: Jangan Didasarkan Politik Kebencian","JAKARTA, KOMPAS.com- Direktur Eksekutif Institute for Democracy and Strategic Affairs (Indostrategic) Ahmad Khoirul Umam menilai tidak ada yang mengagetkan dari pernyataan Sekretaris JenderalPDI-PHasto Kristiyanto bahwa partainya menutup pintu kerja sama politik dengan bakalkoalisi perubahan.
Umam mengaku sudah memprediksi sikap PDI-P tersebut sejak awal, terlebih ketika bakal koalisi itu sama-sama mengusung Anies Baswedan yang disebut-sebut antitesis Joko Widodo (Jokowi) sebagai calon presiden (capres).
""Terlebih secara terbuka, pencapresan Anies sendiri diakui tidak direstui oleh Jokowi. Karena itu, sikap PDI-P ini tak lain merupakan ekspresi penegasan sikap dan posisi perlawanan PDI-P terhadap koalisi yang dibentuk olehNasdem,DemokratdanPKSmenuju kontestasi Pilpres 2024 mendatang,"" kata Umam saat dihubungiKompas.com, Minggu (26/2/2023).
Baca juga:PDI-P Belum Umumkan Capres, Hasto Sebut Partainya Tidak Cari Pemimpin yang Pencitraan dan Tak Berprestasi
Meski melihat pernyataan Hasto sebagai bentuk perlawanan PDI-P, Umam meminta hal itu harus didasari pada kesadaran berdemokrasi yang matang.
Menurutnya, perbedaan koalisi tak boleh dilandaskan rasa politik dendam atau politik kebencian.
""Jangan sampai perbedaan koalisi hanya didasarkan pada 'politik dendam' dan 'politik kebencian' yang tidak mendidik masyarakat kita,"" nilai Umam.
KOMPAS.com/RODERICK ADRIANDirektur Eksekutif Indostrategic Ahmad Khoirul Umam berpose seusai program Gaspol, di Kompascom, Palmerah, Selasa (13/9/2022).
Lebih lanjut, Umam melihat bentuk penegasan PDI-P itu akan memastikan kutub politik yang lebih beragam untukPemilu 2024.
Misalnya, PDI-P dipastikan tidak berkoalisi dengan Nasdem, Demokrat dan PKS, maka berpeluang partai berlambang banteng moncong putih itu akan sendirian atau berkoalisi dengan partai Islam seperti Partai Persatuan Pembangunan (PPP).
Baca juga:Soal Anies Antitesis Jokowi, PKS: Jangan Dengerin, Hasto PDI-P Senang Gangguin Kita
""Maka masih tetap terbuka kemungkinan hadirnya maksimal 4 atau 3 poros koalisi yang berbeda,"" sebut Umam.
Ia menjelaskan, ragam koalisi itu akan memberikan pilihan pemimpin yang lebih variatif kepada masyarakat.
Sebab, setiap koalisi akan menawarkan tokoh-tokoh capres dan cawapresnya.
Diberitakan sebelumnya, Hasto Kristiyanto memastikan bahwa partainya tidak akan membangun kerja sama politik dengan Nasdem, Demokrat, dan PKS untuk pemilihan presiden (Pilpres) 2024.
Hal itu disampaikan Hasto ketika ditanya sikap PDI-P akan berkoalisi dengan partai politik mana.
Baca juga:Respons AHY soal PDI-P yang Tutup Pintu dengan Koalisi Perubahan
""Bergabung dengan koalisi. Itu maksudnya bergabung dengan koalisi yang tidak mengusung antitesa Pak Jokowi, sehingga kami jelas berbeda dengan Nasdem, Demokrat, PKS yang telah mengusung Bapak Anies Baswedan,"" kata Hasto ditemui di Sekolah Partai, Lenteng Agung, Jakarta, Kamis (23/2/2023).
Hasto mengatakan, PDI-P akan membangun kerja sama politik dengan partai yang memiliki semangat gotong royong.
Kembali ditanya alasan mengapa PDI-P enggan berkoalisi dengan Nasdem, Demokrat, dan PKS, Hasto kembali menyinggung capres yang diusung koalisi tersebut.
""Ya karena faktor-faktor antitesa Pak Jokowi, tidak mungkin (PDI-P) bergabung,"" ujarnya.
Hasto mengungkapkan, PDI-P melihat sosok Anies yang dinilai tidak melanjutkan kepemimpinan di Jakarta sebelumnya yang dipimpin oleh Jokowi.",Kompas,2023-02-26
